clip_stem,split,videos_len
1_3_7_12,train,74
1_3_7_13,train,58
1_3_7_14,train,30
1_3_8_1,train,45
1_3_8_2,train,44
1_3_8_3,train,38
1_3_8_4,train,60
1_3_8_5,train,64
1_3_8_6,train,62
1_3_8_7,train,73
1_3_8_8,train,76
1_3_8_9,train,76
1_3_8_10,train,58
1_3_8_11,train,48
1_3_8_12,train,60
1_3_8_13,train,40
1_3_9_1,train,33
1_3_9_2,train,38
1_3_9_3,train,45
1_3_9_4,train,62
1_3_9_5,train,54
1_3_9_6,train,39
1_3_9_7,train,52
1_3_9_8,train,45
1_3_9_9,train,41
1_3_9_10,train,53
1_3_9_11,train,52
1_3_9_12,train,65
1_3_9_13,train,52
1_3_9_14,train,38
1_3_9_15,train,41
1_3_9_16,train,31
1_3_9_17,train,37
1_3_9_18,train,49
1_3_9_19,train,50
1_3_9_20,train,32
1_3_10_1,train,38
1_3_10_2,train,55
1_3_10_3,train,55
1_3_10_4,train,50
1_3_10_5,train,58
1_3_10_6,train,49
1_3_10_7,train,48
1_3_10_8,train,53
1_3_10_9,train,61
1_3_10_10,train,62
1_3_10_11,train,48
1_3_10_12,train,62
1_3_10_13,train,54
1_3_10_14,train,47
1_3_10_15,train,68
1_3_10_16,train,54
1_3_10_17,train,52
1_3_10_18,train,60
1_3_10_19,train,47
1_3_10_20,train,50
1_3_10_21,train,60
1_3_10_22,train,37
1_3_11_1,train,38
1_3_11_2,train,54
1_3_11_3,train,55
1_3_11_4,train,53
1_3_11_5,train,61
1_3_11_6,train,58
1_3_11_7,train,42
1_3_11_8,train,38
1_3_11_9,train,49
1_3_11_10,train,56
1_3_11_11,train,50
1_3_11_12,train,42
1_3_11_13,train,55
1_3_11_14,train,43
1_3_12_1,train,36
1_3_12_2,train,54
1_3_12_3,train,54
1_3_12_4,train,47
1_3_12_5,train,57
1_3_12_6,train,38
1_3_13_1,train,42
1_3_13_2,train,53
1_3_13_3,train,44
1_3_13_4,train,45
1_3_13_5,train,35
1_3_14_1,train,35
1_3_14_2,train,46
1_3_14_3,train,40
1_3_14_4,train,42
1_3_14_5,train,50
1_3_14_6,train,46
1_3_14_7,train,47
1_3_14_8,train,66
1_3_14_9,train,57
1_3_14_10,train,37
1_3_14_11,train,38
1_3_14_12,train,43
1_3_14_13,train,37
1_3_14_14,train,23
1_3_15_1,train,40
1_3_15_2,train,34
1_3_16_1,train,51
1_3_16_2,train,53
1_3_16_3,train,41
1_3_16_4,train,50
1_3_16_5,train,52
1_3_16_6,train,55
1_3_16_7,train,68
1_3_16_8,train,54
1_3_16_9,train,40
1_3_16_10,train,47
1_3_16_11,train,50
1_3_16_12,train,35
1_3_17_1,train,39
1_3_17_2,train,41
1_3_17_3,train,41
1_3_17_4,train,38
1_3_17_5,train,25
1_3_17_6,train,27
1_3_17_7,train,36
1_3_17_8,train,46
1_3_17_9,train,64
1_3_17_10,train,74
1_3_17_11,train,55
1_3_17_12,train,51
1_3_17_13,train,53
1_3_17_14,train,32
1_3_18_1,train,37
1_3_18_2,train,31
1_3_19_1,train,37
1_3_19_2,train,43
1_3_19_3,train,43
1_3_19_4,train,61
1_3_19_5,train,58
1_3_19_6,train,43
1_3_19_7,train,48
1_3_19_8,train,50
1_3_19_9,train,62
1_3_19_10,train,60
1_3_19_11,train,48
1_3_19_12,train,52
1_3_19_13,train,53
1_3_19_14,train,50
1_3_19_15,train,62
1_3_19_16,train,52
1_3_19_17,train,41
1_3_19_18,train,49
1_3_19_19,train,49
1_3_19_20,train,65
1_3_19_21,train,54
1_3_19_22,train,34
1_3_19_23,train,41
1_3_19_24,train,43
1_3_19_25,train,49
1_3_19_26,train,63
1_3_19_27,train,60
1_3_19_28,train,53
1_3_19_29,train,57
1_3_19_30,train,67
1_3_19_31,train,61
1_3_19_32,train,51
1_3_19_33,train,68
1_3_19_34,train,62
1_3_19_35,train,47
1_3_19_36,train,49
1_3_19_37,train,64
1_3_19_38,train,49
1_3_20_1,train,41
1_3_20_2,train,65
1_3_20_3,train,53
1_3_20_4,train,42
1_3_20_5,train,57
1_3_20_6,train,47
1_3_20_7,train,38
1_3_20_8,train,43
1_3_20_9,train,50
1_3_20_10,train,43
1_3_20_11,train,42
1_3_20_12,train,67
1_3_20_13,train,75
1_3_20_14,train,46
1_3_21_1,train,31
1_3_21_2,train,38
1_3_21_3,train,52
1_3_21_4,train,50
1_3_21_5,train,39
1_3_21_6,train,46
1_3_21_7,train,65
1_3_21_8,train,52
1_3_21_9,train,39
1_3_21_10,train,53
1_3_21_11,train,62
1_3_21_12,train,52
1_3_21_13,train,42
1_3_21_14,train,48
1_3_21_15,train,38
1_3_21_16,train,25
1_3_22_1,train,35
1_3_22_2,train,53
1_3_22_3,train,71
1_3_22_4,train,67
1_3_22_5,train,43
1_3_22_6,train,48
1_3_22_7,train,56
1_3_22_8,train,54
1_3_22_9,train,69
1_3_22_10,train,75
1_3_22_11,train,75
1_3_22_12,train,76
1_3_22_13,train,67
1_3_22_14,train,55
1_3_22_15,train,68
1_3_22_16,train,63
1_3_22_17,train,47
1_3_22_18,train,30
1_3_23_1,train,33
1_3_23_2,train,44
1_3_23_3,train,60
1_3_23_4,train,58
1_3_23_5,train,47
1_3_23_6,train,54
1_3_23_7,train,53
1_3_23_8,train,55
1_3_23_9,train,67
1_3_23_10,train,70
1_3_23_11,train,55
1_3_23_12,train,51
1_3_23_13,train,58
1_3_23_14,train,57
1_3_23_15,train,69
1_3_23_16,train,68
1_3_23_17,train,55
1_3_23_18,train,60
1_3_23_19,train,64
1_3_23_20,train,41
1_3_24_1,train,42
1_3_24_2,train,59
1_3_24_3,train,63
1_3_24_4,train,40
1_3_25_1,train,32
1_3_25_2,train,43
1_3_25_3,train,50
1_3_25_4,train,65
1_3_25_5,train,54
1_3_25_6,train,39
1_3_25_7,train,49
1_3_25_8,train,48
1_3_25_9,train,52
1_3_25_10,train,55
1_3_25_11,train,51
1_3_25_12,train,50
1_3_25_13,train,48
1_3_25_14,train,56
1_3_25_15,train,49
1_3_25_16,train,39
1_3_25_17,train,56
1_3_25_18,train,52
1_3_25_19,train,48
1_3_25_20,train,56
1_3_25_21,train,54
1_3_25_22,train,69
1_3_25_23,train,63
1_3_25_24,train,46
1_3_25_25,train,30
1_3_26_1,train,31
1_3_26_2,train,39
1_3_26_3,train,60
1_3_26_4,train,54
1_3_26_5,train,48
1_3_26_6,train,61
1_3_26_7,train,53
1_3_26_8,train,63
1_3_26_9,train,54
1_3_26_10,train,42
1_3_26_11,train,64
1_3_26_12,train,54
1_3_26_13,train,40
1_3_26_14,train,58
1_3_26_15,train,53
1_3_26_16,train,47
1_3_26_17,train,50
1_3_26_18,train,43
1_3_26_19,train,60
1_3_26_20,train,68
1_3_26_21,train,51
1_3_26_22,train,47
1_3_26_23,train,67
1_3_26_24,train,70
1_3_26_25,train,63
1_3_26_26,train,52
1_3_26_27,train,49
1_3_26_28,train,56
1_3_26_29,train,65
1_3_26_30,train,61
1_3_26_31,train,37
1_3_26_32,train,40
1_3_26_33,train,41
1_3_26_34,train,46
1_3_26_35,train,68
1_3_26_36,train,69
1_3_26_37,train,56
1_3_26_38,train,45
1_3_26_39,train,62
1_3_26_40,train,71
1_3_26_41,train,71
1_3_26_42,train,62
1_3_26_43,train,30
1_3_27_1,train,44
1_3_27_2,train,59
1_3_27_3,train,69
1_3_27_4,train,56
1_3_27_5,train,39
1_3_27_6,train,44
1_3_27_7,train,44
1_3_27_8,train,50
1_3_27_9,train,37
1_3_28_1,train,30
1_3_28_2,train,30
1_3_28_3,train,42
1_3_28_4,train,44
1_3_28_5,train,33
1_3_28_6,train,39
1_3_28_7,train,39
1_3_28_8,train,31
1_3_28_9,train,29
1_3_28_10,train,26
1_3_29_1,train,42
1_3_29_2,train,56
1_3_29_3,train,67
1_3_29_4,train,73
1_3_29_5,train,57
1_3_29_6,train,48
1_3_29_7,train,53
1_3_29_8,train,57
1_3_29_9,train,36
1_3_30_1,train,42
1_3_30_2,train,45
1_3_30_3,train,46
1_3_30_4,train,47
1_3_30_5,train,42
1_3_30_6,train,59
1_3_30_7,train,61
1_3_30_8,train,52
1_3_30_9,train,62
1_3_30_10,train,62
1_3_30_11,train,56
1_3_30_12,train,50
1_3_30_13,train,49
1_3_30_14,train,67
1_3_30_15,train,57
1_3_30_16,train,37
1_3_30_17,train,51
1_3_30_18,train,58
1_3_30_19,train,35
1_3_31_1,train,47
1_3_31_2,train,49
1_3_31_3,train,44
1_3_31_4,train,56
1_3_31_5,train,54
1_3_31_6,train,46
1_3_31_7,train,48
1_3_31_8,train,49
1_3_31_9,train,38
1_3_31_10,train,44
1_3_31_11,train,50
1_3_31_12,train,60
1_3_31_13,train,60
1_3_31_14,train,49
1_3_31_15,train,65
1_3_31_16,train,58
1_3_31_17,train,40
1_3_31_18,train,43
1_3_31_19,train,48
1_3_31_20,train,57
1_3_31_21,train,50
1_3_31_22,train,45
1_3_31_23,train,58
1_3_31_24,train,54
1_3_31_25,train,51
1_3_31_26,train,70
1_3_31_27,train,79
1_3_31_28,train,65
1_3_31_29,train,51
1_3_31_30,train,67
1_3_31_31,train,53
1_3_31_32,train,36
1_3_31_33,train,56
1_3_31_34,train,63
1_3_31_35,train,57
1_3_31_36,train,52
1_3_31_37,train,45
1_3_31_38,train,32
1_3_31_39,train,22
1_3_32_1,train,32
1_3_32_2,train,38
1_3_32_3,train,42
1_3_32_4,train,60
1_3_32_5,train,54
1_3_32_6,train,41
1_3_32_7,train,52
1_3_32_8,train,52
1_3_32_9,train,65
1_3_32_10,train,59
1_3_32_11,train,28
1_3_33_1,train,47
1_3_33_2,train,54
1_3_33_3,train,45
1_3_33_4,train,52
1_3_33_5,train,53
1_3_33_6,train,50
1_3_33_7,train,33
1_3_34_1,train,32
1_3_34_2,train,46
1_3_34_3,train,47
1_3_34_4,train,44
1_3_34_5,train,47
1_3_34_6,train,34
1_3_34_7,train,23
1_3_35_1,train,48
1_3_35_2,train,51
1_3_35_3,train,39
1_3_35_4,train,43
1_3_35_5,train,34
1_3_35_6,train,38
1_3_35_7,train,50
1_3_35_8,train,59
1_3_35_9,train,52
1_3_35_10,train,41
1_3_35_11,train,47
1_3_35_12,train,51
1_3_35_13,train,64
1_3_35_14,train,65
1_3_35_15,train,54
1_3_35_16,train,68
1_3_35_17,train,69
1_3_35_18,train,48
1_3_35_19,train,42
1_3_35_20,train,64
1_3_35_21,train,60
1_3_35_22,train,37
1_3_35_23,train,26
1_3_35_24,train,19
1_3_36_1,train,30
1_3_36_2,train,25
1_3_37_1,train,28
1_3_37_2,train,35
1_3_37_3,train,46
1_3_37_4,train,57
1_3_37_5,train,48
1_3_37_6,train,24
1_3_38_1,train,31
1_3_38_2,train,40
1_3_38_3,train,52
1_3_38_4,train,50
1_3_38_5,train,40
1_3_38_6,train,44
1_3_38_7,train,48
1_3_38_8,train,43
1_3_38_9,train,43
1_3_38_10,train,46
1_3_38_11,train,59
1_3_38_12,train,59
1_3_38_13,train,42
1_3_38_14,train,37
1_3_38_15,train,28
1_3_38_16,train,25
1_3_38_17,train,21
1_3_39_1,train,36
1_3_39_2,train,48
1_3_39_3,train,45
1_3_39_4,train,40
1_3_39_5,train,34
1_3_39_6,train,34
1_3_39_7,train,45
1_3_39_8,train,37
1_3_39_9,train,26
1_3_39_10,train,31
1_3_39_11,train,42
1_3_39_12,train,45
1_3_39_13,train,30
2_1_1_1,train,37
2_1_1_2,train,46
2_1_1_3,train,59
2_1_1_4,train,48
2_1_1_5,train,41
2_1_1_6,train,54
2_1_1_7,train,48
2_1_1_8,train,46
2_1_1_9,train,54
2_1_1_10,train,65
2_1_1_11,train,53
2_1_1_12,train,46
2_1_1_13,train,63
2_1_1_14,train,68
2_1_1_15,train,67
2_1_1_16,train,64
2_1_1_17,train,57
2_1_1_18,train,54
2_1_1_19,train,56
2_1_1_20,train,56
2_1_1_21,train,51
2_1_1_22,train,32
2_1_2_1,train,37
2_1_2_2,train,56
2_1_2_3,train,51
2_1_2_4,train,47
2_1_2_5,train,61
2_1_2_6,train,48
2_1_2_7,train,43
2_1_2_8,train,65
2_1_2_9,train,62
2_1_2_10,train,43
2_1_2_11,train,43
2_1_2_12,train,40
2_1_2_13,train,34
2_1_2_14,train,50
2_1_2_15,train,70
2_1_2_16,train,49
2_1_3_1,train,40
2_1_3_2,train,54
2_1_3_3,train,50
2_1_3_4,train,51
2_1_3_5,train,56
2_1_3_6,train,46
2_1_3_7,train,45
2_1_3_8,train,64
2_1_3_9,train,59
2_1_3_10,train,50
2_1_3_11,train,59
2_1_3_12,train,68
2_1_3_13,train,48
2_1_4_1,train,31
2_1_4_2,train,41
2_1_4_3,train,34
2_1_5_2,train,25
2_1_5_3,train,50
2_1_5_4,train,51
2_1_5_5,train,36
2_1_5_6,train,35
2_1_5_7,train,46
2_1_5_8,train,53
2_1_5_9,train,69
2_1_5_10,train,59
2_1_5_11,train,47
2_1_5_12,train,59
2_1_5_13,train,58
2_1_5_14,train,59
2_1_5_15,train,62
2_1_5_16,train,62
2_1_5_17,train,58
2_1_5_18,train,33
2_1_6_2,train,36
2_1_6_3,train,58
2_1_6_4,train,54
2_1_6_5,train,43
2_1_6_6,train,50
2_1_6_7,train,66
2_1_6_8,train,54
2_1_6_9,train,23
2_1_7_1,train,39
2_1_7_2,train,60
2_1_7_3,train,61
2_1_7_4,train,57
2_1_7_5,train,65
2_1_7_6,train,42
2_1_8_1,train,35
2_1_8_2,train,45
2_1_8_3,train,60
2_1_8_4,train,75
2_1_8_5,train,71
2_1_8_6,train,62
2_1_8_7,train,43
2_1_8_8,train,41
2_1_8_9,train,52
2_1_8_10,train,55
2_1_8_11,train,61
2_1_8_12,train,46
2_1_8_13,train,23
2_1_9_1,train,36
2_1_9_2,train,53
2_1_9_3,train,53
2_1_9_4,train,48
2_1_9_5,train,58
2_1_9_6,train,53
2_1_9_7,train,50
2_1_9_8,train,37
2_1_10_2,train,32
2_1_10_3,train,65
2_1_10_4,train,53
2_1_10_5,train,37
2_1_10_6,train,38
2_1_10_7,train,26
2_1_10_8,train,36
2_1_10_9,train,61
2_1_10_10,train,53
2_1_10_11,train,46
2_1_10_12,train,54
2_1_10_13,train,33
2_1_11_1,train,37
2_1_11_2,train,43
2_1_11_3,train,34
2_1_11_4,train,30
2_1_11_5,train,40
2_1_11_6,train,53
2_1_11_7,train,57
2_1_11_8,train,37
2_1_12_1,train,37
2_1_12_2,train,49
2_1_12_3,train,62
2_1_12_4,train,53
2_1_12_5,train,45
2_1_12_6,train,59
2_1_12_7,train,45
2_1_12_8,train,37
2_1_12_9,train,34
2_1_12_10,train,25
2_1_12_11,train,39
2_1_12_12,train,56
2_1_12_13,train,56
2_1_12_14,train,53
2_1_12_15,train,70
2_1_12_16,train,59
2_1_12_17,train,50
2_1_12_18,train,53
2_1_12_19,train,49
2_1_12_20,train,54
2_1_12_21,train,50
2_1_12_22,train,63
2_1_12_23,train,53
2_1_12_24,train,33
2_1_12_25,train,32
2_1_12_26,train,31
2_1_12_27,train,28
2_1_12_28,train,18
2_1_13_1,train,39
2_1_13_2,train,59
2_1_13_3,train,68
2_1_13_4,train,54
2_1_13_5,train,44
2_1_13_6,train,35
2_1_13_7,train,21
2_1_14_1,train,34
2_1_14_2,train,45
2_1_14_3,train,35
2_1_15_2,train,37
2_1_15_3,train,56
2_1_15_4,train,55
2_1_15_5,train,51
2_1_15_6,train,60
2_1_15_7,train,53
2_1_15_8,train,48
2_1_15_9,train,65
2_1_15_10,train,73
2_1_15_11,train,61
2_1_15_12,train,53
2_1_15_13,train,36
2_1_16_1,train,34
2_1_16_2,train,32
2_1_16_3,train,27
2_1_16_4,train,28
2_1_16_5,train,36
2_1_16_6,train,49
2_1_16_7,train,46
2_1_16_8,train,43
2_1_16_9,train,48
2_1_16_10,train,43
2_1_16_11,train,51
2_1_16_12,train,59
2_1_16_13,train,57
2_1_16_14,train,71
2_1_16_15,train,70
2_1_16_16,train,65
2_1_16_17,train,50
2_1_16_18,train,40
2_1_16_19,train,41
2_1_16_20,train,26
2_1_17_1,train,37
2_1_17_2,train,49
2_1_17_3,train,58
2_1_17_4,train,44
2_1_17_5,train,40
2_1_17_6,train,53
2_1_17_7,train,50
2_1_17_8,train,49
2_1_17_9,train,63
2_1_17_10,train,54
2_1_17_11,train,37
2_1_17_12,train,32
2_1_18_2,train,44
2_1_18_3,train,51
2_1_18_4,train,42
2_1_18_5,train,47
2_1_18_6,train,64
2_1_18_7,train,56
2_1_18_8,train,39
2_1_18_9,train,40
2_1_18_10,train,40
2_1_18_11,train,35
2_1_18_12,train,27
2_1_18_13,train,29
2_1_18_14,train,41
2_1_18_15,train,56
2_1_18_16,train,68
2_1_18_17,train,62
2_1_18_18,train,51
2_1_18_19,train,56
2_1_18_20,train,67
2_1_18_21,train,55
2_1_18_22,train,39
2_1_18_23,train,48
2_1_18_24,train,62
2_1_18_25,train,67
2_1_18_26,train,56
2_1_18_27,train,52
2_1_18_28,train,63
2_1_18_29,train,68
2_1_18_30,train,66
2_1_18_31,train,60
2_1_18_32,train,52
2_1_18_33,train,55
2_1_18_34,train,65
2_1_18_35,train,77
2_1_18_36,train,67
2_1_18_37,train,59
2_1_18_38,train,56
2_1_18_39,train,43
2_1_18_40,train,25
2_1_19_2,train,44
2_1_19_3,train,43
2_1_19_4,train,40
2_1_19_5,train,50
2_1_19_6,train,32
2_1_20_1,train,31
2_1_20_2,train,42
2_1_20_3,train,51
2_1_20_4,train,48
2_1_20_5,train,60
2_1_20_6,train,47
2_1_20_7,train,29
2_1_20_8,train,37
2_1_20_9,train,39
2_1_20_10,train,52
2_1_20_11,train,50
2_1_20_12,train,38
2_1_20_13,train,31
2_1_20_14,train,27
2_1_20_15,train,25
2_1_21_1,train,33
2_1_21_2,train,31
2_1_21_3,train,29
2_1_21_4,train,26
2_1_22_1,train,37
2_1_22_2,train,50
2_1_22_3,train,37
2_1_23_1,train,35
2_1_23_2,train,43
2_1_23_3,train,63
2_1_23_4,train,72
2_1_23_5,train,59
2_1_23_6,train,46
2_1_23_7,train,28
2_1_24_1,train,24
2_1_25_1,train,47
2_1_25_2,train,68
2_1_25_3,train,44
2_1_26_1,train,31
2_1_26_2,train,45
2_1_26_3,train,44
2_1_26_4,train,33
2_1_26_5,train,38
2_1_26_6,train,34
2_1_26_7,train,25
2_1_26_8,train,21
2_1_27_1,train,36
2_1_27_2,train,43
2_1_27_3,train,44
2_1_27_4,train,47
2_1_27_5,train,37
2_1_27_6,train,46
2_1_27_7,train,60
2_1_27_8,train,54
2_1_27_9,train,42
2_1_27_10,train,43
2_1_27_11,train,56
2_1_27_12,train,50
2_1_27_13,train,63
2_1_27_14,train,62
2_1_27_15,train,52
2_1_27_16,train,45
2_1_27_17,train,46
2_1_27_18,train,57
2_1_27_19,train,47
2_1_27_20,train,29
2_1_28_2,train,33
2_1_28_3,train,43
2_1_28_4,train,43
2_1_28_5,train,48
2_1_28_6,train,55
2_1_28_7,train,51
2_1_28_8,train,50
2_1_28_9,train,57
2_1_28_10,train,63
2_1_28_11,train,73
2_1_28_12,train,52
2_1_28_13,train,43
2_1_28_14,train,56
2_1_28_15,train,37
2_1_29_1,train,37
2_1_29_2,train,43
2_1_29_3,train,44
2_1_29_4,train,56
2_1_29_5,train,50
2_1_29_6,train,46
2_1_29_7,train,57
2_1_29_8,train,58
2_1_29_9,train,62
2_1_29_10,train,65
2_1_29_11,train,41
2_1_30_1,train,37
2_1_30_2,train,50
2_1_30_3,train,50
2_1_30_4,train,45
2_1_30_5,train,36
2_1_30_6,train,37
2_1_30_7,train,57
2_1_30_8,train,60
2_1_30_9,train,54
2_1_30_10,train,37
2_1_31_1,train,37
2_1_31_2,train,31
2_1_32_3,train,38
2_1_32_4,train,37
2_1_32_5,train,28
2_1_32_6,train,25
2_1_33_1,train,31
2_1_33_2,train,47
2_1_33_3,train,68
2_1_33_4,train,55
2_1_33_5,train,34
2_1_33_6,train,31
2_1_33_7,train,29
2_1_33_8,train,37
2_1_33_9,train,50
2_1_33_10,train,65
2_1_33_11,train,68
2_1_33_12,train,69
2_1_33_13,train,65
2_1_33_14,train,53
2_1_33_15,train,56
2_1_33_16,train,52
2_1_33_17,train,55
2_1_33_18,train,70
2_1_33_19,train,57
2_1_33_20,train,43
2_1_33_21,train,55
2_1_33_22,train,65
2_1_33_23,train,57
2_1_33_24,train,49
2_1_33_25,train,55
2_1_33_26,train,68
2_1_33_27,train,59
2_1_33_28,train,49
2_1_33_29,train,56
2_1_33_30,train,67
2_1_33_31,train,57
2_1_33_32,train,26
2_1_34_1,train,37
2_1_34_2,train,42
2_1_34_3,train,46
2_1_34_4,train,35
2_1_35_1,train,35
2_1_35_2,train,47
2_1_35_3,train,43
2_1_35_4,train,32
2_1_35_5,train,30
2_1_35_6,train,22
2_1_36_1,train,30
2_1_36_2,train,43
2_1_36_3,train,56
2_1_36_4,train,55
2_1_36_5,train,50
2_1_36_6,train,63
2_1_36_7,train,58
2_1_36_8,train,54
2_1_36_9,train,66
2_1_36_10,train,44
2_1_36_11,train,23
2_2_1_1,train,37
2_2_1_2,train,47
2_2_1_3,train,49
2_2_1_4,train,50
2_2_1_5,train,40
2_2_1_6,train,34
2_2_1_7,train,58
2_2_1_8,train,67
2_2_1_9,train,38
2_2_2_1,train,33
2_2_2_2,train,40
2_2_2_3,train,46
2_2_2_4,train,64
2_2_2_5,train,56
2_2_2_6,train,43
2_2_2_7,train,62
2_2_2_8,train,59
2_2_2_9,train,50
2_2_2_10,train,56
2_2_2_11,train,43
2_2_2_12,train,29
2_2_2_13,train,34
2_2_2_14,train,50
2_2_2_15,train,52
2_2_2_16,train,56
2_2_2_17,train,54
2_2_2_18,train,41
2_2_2_19,train,49
2_2_2_20,train,56
2_2_2_21,train,68
2_2_2_22,train,71
2_2_2_23,train,67
2_2_2_24,train,67
2_2_2_25,train,68
2_2_2_26,train,61
2_2_2_27,train,54
2_2_2_28,train,56
2_2_2_29,train,67
2_2_2_30,train,70
2_2_2_31,train,44
2_2_2_32,train,44
2_2_2_33,train,68
2_2_2_34,train,58
2_2_2_35,train,34
2_2_2_36,train,46
2_2_2_37,train,45
2_2_2_38,train,22
2_2_3_3,train,25
2_2_4_1,train,37
2_2_4_2,train,40
2_2_4_3,train,41
2_2_4_4,train,37
2_2_4_5,train,42
2_2_4_6,train,49
2_2_4_7,train,46
2_2_4_8,train,64
2_2_4_9,train,62
2_2_4_10,train,50
2_2_4_11,train,64
2_2_4_12,train,54
2_2_4_13,train,47
2_2_4_14,train,65
2_2_4_15,train,65
2_2_4_16,train,45
2_2_4_17,train,44
2_2_4_18,train,57
2_2_4_19,train,65
2_2_4_20,train,59
2_2_4_21,train,52
2_2_4_22,train,71
2_2_4_23,train,66
2_2_4_24,train,45
2_2_4_25,train,51
2_2_4_26,train,62
2_2_4_27,train,61
2_2_4_28,train,59
2_2_4_29,train,57
2_2_4_30,train,46
2_2_4_31,train,45
2_2_4_32,train,37
2_2_5_1,train,37
2_2_5_2,train,45
2_2_5_3,train,50
2_2_5_4,train,38
2_2_5_5,train,32
2_2_5_6,train,28
2_2_6_1,train,23
2_2_7_1,train,34
2_2_7_2,train,47
2_2_7_3,train,37
2_2_8_1,train,34
2_2_8_2,train,30
2_2_8_3,train,24
2_2_8_4,train,20
2_2_9_1,train,47
2_2_9_2,train,61
2_2_9_3,train,52
2_2_9_4,train,35
2_2_9_5,train,38
2_2_9_6,train,57
2_2_9_7,train,61
2_2_9_8,train,64
2_2_9_9,train,54
2_2_9_10,train,50
2_2_9_11,train,62
2_2_9_12,train,47
2_2_9_13,train,44
2_2_9_14,train,64
2_2_9_15,train,64
2_2_9_16,train,46
2_2_9_17,train,47
2_2_9_18,train,54
2_2_9_19,train,50
2_2_9_20,train,64
2_2_9_21,train,47
2_2_10_1,train,43
2_2_10_2,train,54
2_2_10_3,train,51
2_2_10_4,train,65
2_2_10_5,train,63
2_2_10_6,train,50
2_2_10_7,train,62
2_2_10_8,train,52
2_2_10_9,train,44
2_2_10_10,train,44
2_2_10_11,train,36
2_2_10_12,train,25
2_2_11_2,train,24
2_2_11_3,train,50
2_2_11_4,train,56
2_2_11_5,train,56
2_2_11_6,train,56
2_2_11_7,train,65
2_2_11_8,train,64
2_2_11_9,train,53
2_2_11_10,train,54
2_2_11_11,train,50
2_2_11_12,train,34
2_2_12_1,train,35
2_2_12_2,train,56
2_2_12_3,train,63
2_2_12_4,train,62
2_2_12_5,train,62
2_2_12_6,train,44
2_2_12_7,train,43
2_2_12_8,train,36
2_2_13_1,train,39
2_2_13_2,train,50
2_2_13_3,train,61
2_2_13_4,train,65
2_2_13_5,train,55
2_2_13_6,train,50
2_2_13_7,train,62
2_2_13_8,train,62
2_2_13_9,train,50
2_2_13_10,train,49
2_2_13_11,train,66
2_2_13_12,train,62
2_2_13_13,train,50
2_2_13_14,train,37
2_2_14_1,train,36
2_2_14_2,train,48
2_2_14_3,train,50
2_2_14_4,train,48
2_2_14_5,train,50
2_2_14_6,train,42
2_2_14_7,train,25
2_2_15_1,train,37
2_2_15_2,train,47
2_2_15_3,train,36
2_2_15_4,train,32
2_2_15_5,train,51
2_2_15_6,train,59
2_2_15_7,train,41
2_2_15_8,train,40
2_2_15_9,train,54
2_2_15_10,train,65
2_2_15_11,train,55
2_2_15_12,train,47
2_2_15_13,train,59
2_2_15_14,train,39
2_2_16_1,train,37
2_2_16_2,train,47
2_2_16_3,train,33
2_2_17_1,train,36
2_2_17_2,train,49
2_2_17_3,train,36
2_2_18_1,train,35
2_2_18_2,train,42
2_2_18_3,train,48
2_2_18_4,train,63
2_2_18_5,train,51
2_2_18_6,train,36
2_2_18_7,train,44
2_2_18_8,train,50
2_2_18_9,train,43
2_2_18_10,train,23
2_2_19_1,train,32
2_2_19_2,train,41
2_2_19_3,train,50
2_2_19_4,train,62
2_2_19_5,train,51
2_2_19_6,train,30
2_2_19_7,train,23
2_2_20_1,train,37
2_2_20_2,train,46
2_2_20_3,train,47
2_2_20_4,train,61
2_2_20_5,train,52
2_2_20_6,train,25
2_2_21_1,train,36
2_2_21_2,train,46
2_2_21_3,train,65
2_2_21_4,train,62
2_2_21_5,train,51
2_2_21_6,train,58
2_2_21_7,train,54
2_2_21_8,train,48
2_2_21_9,train,46
2_2_21_10,train,62
2_2_21_11,train,49
2_2_23_1,train,42
2_2_23_2,train,50
2_2_23_3,train,50
2_2_23_4,train,65
2_2_23_5,train,59
2_2_23_6,train,48
2_2_23_7,train,68
2_2_23_8,train,55
2_2_23_9,train,35
2_2_23_10,train,29
2_2_24_1,train,38
2_2_24_2,train,46
2_2_24_3,train,48
2_2_24_4,train,50
2_2_24_5,train,35
2_2_25_1,train,54
2_2_25_2,train,63
2_2_25_3,train,50
2_2_25_4,train,65
2_2_25_5,train,56
2_2_25_6,train,31
2_2_25_7,train,24
2_2_26_1,train,35
2_2_26_2,train,43
2_2_26_3,train,58
2_2_26_4,train,50
2_2_26_5,train,47
2_2_26_6,train,62
2_2_26_7,train,60
2_2_26_8,train,59
2_2_26_9,train,49
2_2_26_10,train,49
2_2_26_11,train,54
2_2_26_12,train,53
2_2_26_13,train,55
2_2_26_14,train,64
2_2_26_15,train,75
2_2_26_16,train,63
2_2_26_17,train,51
2_2_26_18,train,52
2_2_26_19,train,66
2_2_26_20,train,65
2_2_26_21,train,52
2_2_26_22,train,65
2_2_26_23,train,74
2_2_26_24,train,49
2_2_26_25,train,44
2_2_26_26,train,42
2_2_26_27,train,21
2_2_27_1,train,38
2_2_27_2,train,46
2_2_27_3,train,48
2_2_27_4,train,64
2_2_27_5,train,69
2_2_27_6,train,52
2_2_27_7,train,50
2_2_27_8,train,53
2_2_27_9,train,56
2_2_27_10,train,37
